5970
0	1481	0
0	1496	0
0	1127	0
0	413	0
0	1817	0
0	1661	0
0	596	0
0	1376	0
0	1979	0
0	767	0
0	1622	0
0	2204	0
0	1163	0
0	308	0
0	119	0
0	215	0
0	2774	0
0	1985	0
0	1514	0
0	1544	0
0	989	0
0	2696	0
0	860	0
0	713	0
0	974	0
0	1757	0
0	1721	0
0	1031	0
0	1019	0
0	1595	0
0	2852	0
0	2	0
68	451	3
0	1012	0
1067	1124	1013
0	1589	0
0	2135	0
0	70	0
0	70	0
0	2876	0
0	3047	0
0	3026	0
0	1667	0
0	1187	0
0	707	0
0	464	0
0	1496	0
0	524	0
0	1190	0
0	87	0
0	87	0
0	1079	0
0	1283	0
0	284	0
0	2501	0
0	1562	0
0	383	0
0	866	0
941	943	867
0	845	0
0	728	0
767	1780	729
0	1910	0
0	2408	0
0	287	0
0	2684	0
0	1883	0
0	1001	0
0	2539	0
2602	2626	2540
0	626	0
689	1756	627
0	938	0
0	2591	0
0	872	0
0	4646	0
0	2597	0
0	485	0
0	72	0
0	72	0
0	9	0
107	1545	10
0	36	0
94	230	37
0	167	0
0	33	0
118	671	34
0	1044	0
1103	1188	1045
0	72	0
0	72	0
0	1628	0
0	1316	0
0	59	0
121	633	60
0	2048	0
0	91	0
0	1031	0
0	6620	0
0	1391	0
0	437	0
0	905	0
0	1550	0
0	178	0
236	281	179
0	2204	0
0	87	0
0	87	0
0	824	0
0	611	0
0	719	0
0	1379	0
0	608	0
0	2144	0
0	458	0
0	1325	0
0	695	0
0	347	0
0	881	0
0	2603	0
0	875	0
0	1859	0
0	5499	0
5562	5575	5500
0	719	0
789	806	720
0	2711	0
0	2342	0
0	225	0
258	2005	226
0	1718	0
0	2138	0
0	437	0
0	2039	0
0	1325	0
0	1442	0
0	389	0
0	644	0
0	761	0
0	4090	0
4138	4381	4091
0	731	0
0	51	0
111	742	52
0	44	0
110	304	45
0	866	0
0	569	0
0	1211	0
0	1157	0
0	1511	0
0	869	0
0	290	0
0	896	0
0	1700	0
0	1226	0
0	1511	0
0	926	0
0	860	0
0	1412	0
0	419	0
0	575	0
0	899	0
0	2975	0
0	31	0
94	2389	32
0	956	0
0	607	0
673	1270	608
0	162	0
220	515	163
0	86	0
0	86	0
0	1982	0
0	368	0
0	8641	0
8688	8718	8642
0	371	0
635	676	372
0	581	0
0	659	0
0	1190	0
0	2825	0
0	2081	0
0	362	0
419	877	363
0	3119	0
3212	5527	3120
0	2605	0
2668	3250	2606
